country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,hazard_insurance_cost,hazard_rent_ban,hazard_damp_mould,hazard_insurer_risk,hazard_severe_weather,hazard_cold_damp_health,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,ber_rating,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,heat_fuel_oil_paraffin,heat_fuel_electricity,heat_fuel_piped_natural,heat_fuel_bottle_gas,heat_fuel_lpg,heat_fuel_coal,heat_fuel_wood,heat_fuel_pellets,heat_fuel_district,heat_fuel_solar,heat_fuel_heat_pump,heat_fuel_other,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_dwelling_too_dark,macro_asthma_death_rate,macro_leak_damp_rot,macro_excess_winter_mortality,macro_cold_home_pct,macro_cost_overburden_rate,macro_heating_degree_days,macro_cooling_degree_days,macro_severe_housing_deprivation,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Germany,Cologne,20.0,20.0,20.0,10.0,20.0,6.0,10.0,8.0,4.0,5.0,4.0,5.0,5.0,10.538461538461538,4,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Suburban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,0,0,0,1,0,0,1,7.1,1123.41,16.0,5.5,5.7,11.2,1706.14,44.12,0.3,Yes,Confident — I can understand it with some help,No,No,23.0,18-29,1_Low,7,Lives alone
Germany,Düsseldorf,20.0,20.0,9.0,1.0,15.0,4.0,2.0,9.0,12.0,1.0,1.0,9.0,16.0,9.153846153846153,3,Man,Primary or Secondary education,Other,1.0,Suburban,No,Yes,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,I don't know,No,5,Very unlikely,No,Not sure,1,0,0,0,1,0,0,2,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,32.0,30-44,1_Low,1,Lives alone
Germany,Lower Bavaria,16.0,16.0,12.0,12.0,20.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,12.0,9.076923076923077,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3.0,Suburban,Prefer not to say,Prefer not to say,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,5,Not applicable,No,Not applicable,1,0,1,1,0,0,0,3,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,Prefer not to say,Confident — I can understand it with some help,No,No,30.0,30-44,2_Medium,4,Other shared
Germany,Leipzig,16.0,16.0,16.0,16.0,25.0,9.0,4.0,9.0,9.0,9.0,4.0,9.0,16.0,12.153846153846153,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,D (below average),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,4,Not applicable,Not sure,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,26.0,18-29,2_Medium,8,Lives alone
Germany,Middle Franconia,25.0,25.0,25.0,3.0,3.0,20.0,8.0,1.0,16.0,25.0,25.0,20.0,20.0,16.615384615384617,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,No,No,No,No,2,Very likely,No,No,0,1,0,0,0,0,0,1,7.1,1075.74,16.0,5.5,5.7,11.2,1855.38,19.36,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,31.0,30-44,2_Medium,5,"Couple, no children"
Germany,Stuttgart,4.0,4.0,1.0,20.0,4.0,20.0,5.0,8.0,25.0,3.0,9.0,3.0,4.0,8.461538461538462,3,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",2.0,Urban,Yes,Yes,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",Before 1945,No,"Yes, twice or more",No,No,No,No,2,Not sure,No,No,1,1,1,1,1,1,1,7,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,1_Low,1,"Couple, no children"
Germany,Rheinhessen-Palatinate,16.0,16.0,5.0,10.0,8.0,8.0,5.0,6.0,2.0,5.0,5.0,20.0,5.0,8.538461538461538,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,"Yes, twice or more",No,No,No,No,No,3,Somewhat unlikely,No,No,0,0,0,0,0,0,0,0,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,34.0,30-44,3_High,8,Single parent
Germany,Berlin,20.0,20.0,15.0,4.0,20.0,20.0,5.0,6.0,9.0,25.0,16.0,20.0,25.0,15.76923076923077,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Terraced house – a house that is part of a row of houses joined together,I don't know,No,No,Yes,No,I don't know,No,5,Very likely,Yes,Yes,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,25.0,18-29,3_High,7,Other shared
Germany,Karlsruhe,8.0,8.0,9.0,3.0,4.0,8.0,6.0,12.0,6.0,2.0,3.0,8.0,4.0,6.230769230769231,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Suburban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Non-EU citizen,E-G (poor efficiency),0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,"Yes, once","Yes, twice or more",No,No,No,No,5,Very likely,Not sure,No,0,0,0,1,0,0,0,1,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Not very confident or worse,No,No,31.0,30-44,3_High,5,Couple with children
Ireland,Eastern and Midland,12.0,12.0,5.0,12.0,20.0,12.0,20.0,25.0,10.0,15.0,25.0,5.0,15.0,14.461538461538462,5,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,I don't know,4,Very likely,Not sure,No,0,0,0,0,1,0,1,2,7.1,980.45,16.0,5.5,5.7,11.2,1828.77,45.16,0.3,No/Non-religious,Not very confident or worse,No,No,27.0,18-29,3_High,6,"Couple, no children"
Germany,Stuttgart,10.0,4.0,4.0,10.0,15.0,20.0,15.0,4.0,3.0,4.0,3.0,4.0,10.0,8.153846153846153,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,2022 or after,No,No,No,No,Yes,Not applicable,4,Not applicable,Not sure,Not applicable,0,1,0,0,0,0,0,1,6.9,907.0,21.2,2.8,4.5,5.3,1820.78,0.0,0.2,No/Non-religious,Very confident — I can understand it easily,No,No,48.0,45+,3_High,8,"Couple, no children"
Germany,Saarland,9.0,12.0,9.0,12.0,15.0,9.0,9.0,12.0,9.0,12.0,16.0,9.0,20.0,11.76923076923077,4,Man,Primary or Secondary education,"Attending school, university, or other educational/training programmes",1.0,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,EU citizen from another country,E-G (poor efficiency),1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,"Yes, once","Yes, once",Yes,No,No,No,4,Unlikely,Yes,Yes,0,1,0,0,0,0,0,1,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,18.0,18-29,2_Medium,2,Lives alone
Germany,Upper Palatinate,25.0,25.0,25.0,4.0,16.0,25.0,9.0,25.0,1.0,4.0,1.0,9.0,16.0,14.23076923076923,5,Woman or Non-binary,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),2.0,Suburban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,"Yes, once","Yes, once",No,No,Yes,Not applicable,5,Not applicable,No,Not applicable,1,1,1,0,0,0,1,4,7.1,1123.41,16.0,5.5,5.7,11.2,1706.14,44.12,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,26.0,18-29,2_Medium,8,"Couple, no children"
Germany,Tübingen,20.0,20.0,15.0,2.0,5.0,8.0,16.0,9.0,3.0,6.0,10.0,12.0,5.0,10.076923076923077,3,Man,Further education or training after school (not university),"Attending school, university, or other educational/training programmes",1.0,Urban,Yes,Yes,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,Yes,Yes,Not applicable,2,Not applicable,No,Not applicable,1,0,0,0,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,Yes,Confident — I can understand it with some help,No,No,46.0,45+,1_Low,3,Lives alone
Germany,Cologne,12.0,15.0,10.0,4.0,8.0,9.0,15.0,2.0,6.0,10.0,2.0,2.0,4.0,7.615384615384615,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Suburban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,Yes,Not applicable,5,Not applicable,Yes,Not applicable,0,1,0,1,0,0,0,2,7.1,937.6,16.0,5.5,5.7,11.2,2180.2,10.11,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,3_High,9,"Couple, no children"
Germany,Berlin,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.4615384615384615,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,No,5,Somewhat likely,Yes,Yes,0,1,1,1,0,0,0,3,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,26.0,18-29,3_High,6,"Couple, no children"
Germany,Weser-Ems,25.0,20.0,12.0,4.0,9.0,12.0,12.0,16.0,12.0,8.0,3.0,1.0,1.0,10.384615384615385,4,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",6.0,Urban,No,No,No,Yes,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,I don't know,No,5,Not sure,No,Not sure,0,1,0,1,0,0,0,2,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,51.0,45+,3_High,3,Couple with children
Germany,Berlin,12.0,16.0,4.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.8461538461538463,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5,Very likely,Yes,Not sure,0,0,0,1,0,0,0,1,7.1,1034.17,16.0,5.5,5.7,11.2,1729.38,11.01,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,No,25.0,18-29,2_Medium,6,"Couple, no children"
Germany,Cologne,12.0,8.0,8.0,2.0,15.0,6.0,6.0,9.0,12.0,6.0,6.0,6.0,3.0,7.615384615384615,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),3.0,Urban,Yes,No,No,Prefer not to say,Mother tongue / Very well,Confident or less confident,Non-EU citizen,I don't know,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,No,No,3,Very likely,No,No,0,1,1,0,0,0,0,2,7.1,1007.25,16.0,5.5,5.7,11.2,1750.33,24.56,0.3,Prefer not to say,Confident — I can understand it with some help,No,No,27.0,18-29,1_Low,4,Other shared
Germany,Karlsruhe,8.0,8.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,16.0,2.0,1.0,1.0,4.3076923076923075,1,Man,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),1.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,"Yes, once",Yes,Yes,I don't know,I don't know,3,Unlikely,No,Not sure,1,1,0,0,0,0,1,3,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Very confident — I can understand it easily,No,Yes,28.0,18-29,3_High,5,Lives alone
Germany,Stuttgart,20.0,20.0,10.0,6.0,12.0,4.0,6.0,4.0,4.0,9.0,4.0,4.0,16.0,9.153846153846153,3,Woman or Non-binary,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),4.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2016-2021,No,No,Yes,No,No,No,5,Somewhat likely,Yes,No,1,1,1,0,0,0,0,3,7.1,980.45,16.0,5.5,5.7,11.2,1828.77,45.16,0.3,Yes,Not very confident or worse,Yes,No,35.0,30-44,2_Medium,6,Couple with children
Germany,Upper Bavaria,10.0,10.0,9.0,6.0,10.0,9.0,1.0,6.0,9.0,4.0,6.0,10.0,9.0,7.615384615384615,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",2.0,Suburban,No,Yes,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,No,3,Very likely,Not sure,No,0,1,0,0,1,0,1,3,7.1,938.1,16.0,5.5,5.7,11.2,1921.95,31.71,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,24.0,18-29,3_High,9,"Couple, no children"
Germany,Darmstadt,12.0,12.0,12.0,9.0,9.0,6.0,1.0,4.0,6.0,1.0,1.0,1.0,2.0,5.846153846153846,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3.0,Rural,Yes,No,Yes or PNS,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,I don't know,No,No,No,No,No,I don't know,5,Very likely,Not sure,Yes,0,0,0,1,0,0,0,1,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Another person is in charge of reading and/or paying the energy bill.,No,No,42.0,30-44,3_High,9,Couple with children
Germany,Tübingen,3.0,6.0,5.0,4.0,9.0,1.0,5.0,8.0,1.0,8.0,5.0,20.0,10.0,6.538461538461538,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,A-B (high efficiency),0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",I don't know,No,No,No,No,Yes,Not applicable,5,Not applicable,Not sure,Not applicable,0,0,1,0,0,0,0,1,7.1,974.39,16.0,5.5,5.7,11.2,1727.78,48.24,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,No,31.0,30-44,3_High,7,"Couple, no children"
Germany,Düsseldorf,25.0,25.0,12.0,12.0,20.0,12.0,16.0,12.0,12.0,25.0,12.0,16.0,25.0,17.23076923076923,5,Man,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1.0,Rural,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,I don't know,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2022 or after,No,No,No,No,No,No,5,Very likely,Yes,Yes,0,1,0,0,0,0,0,1,7.1,937.6,16.0,5.5,5.7,11.2,2180.2,10.11,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,37.0,30-44,1_Low,5,Lives alone
Germany,Lower Bavaria,9.0,12.0,4.0,9.0,9.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,4.615384615384615,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,Yes,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,EU citizen from another country,C (moderate),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1945-1960,No,No,No,No,No,Yes,5,Not applicable,Not sure,Not applicable,1,1,0,1,1,0,0,4,7.1,1075.05,16.0,5.5,5.7,11.2,1540.0,38.40000000000001,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,48.0,45+,1_Low,4,Multi-generational / extended
Germany,Karlsruhe,16.0,20.0,1.0,9.0,20.0,9.0,9.0,9.0,4.0,4.0,4.0,4.0,4.0,8.692307692307692,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Rural,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),Semi-detached house – a house joined to one other house,2022 or after,No,No,No,No,Yes,Not applicable,4,Not applicable,Yes,Not applicable,0,0,0,0,0,0,0,0,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Not very confident or worse,Yes,Yes,31.0,30-44,3_High,9,"Couple, no children"
Germany,Bremen,15.0,15.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.4615384615384617,1,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Citizen of this country,I don't know,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5,Somewhat likely,Yes,Not sure,0,1,0,1,0,0,0,2,7.1,980.45,16.0,5.5,5.7,11.2,1828.77,45.16,0.3,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,25.0,18-29,2_Medium,5,"Couple, no children"
Germany,Münster,12.0,16.0,20.0,6.0,6.0,8.0,3.0,4.0,2.0,16.0,6.0,12.0,8.0,9.153846153846153,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4.0,Urban,Yes,No,No,No,Well or less proficient,Very confident — I can do these tasks easily on my own,Non-EU citizen,E-G (poor efficiency),0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,I own the house or flat where I live and I am paying if with a mortgage,Terraced house – a house that is part of a row of houses joined together,1945-1960,"Yes, once",No,No,No,Yes,Not applicable,4,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,7.1,1054.27,16.0,5.5,5.7,11.2,1777.36,13.52,0.3,No/Non-religious,Very confident — I can understand it easily,No,No,41.0,30-44,3_High,7,Single parent
Germany,Lower Bavaria,12.0,20.0,6.0,2.0,4.0,12.0,8.0,20.0,4.0,12.0,2.0,6.0,8.0,8.923076923076923,3,Woman or Non-binary,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2.0,Urban,No,No,No,No,Mother tongue / Very well,Confident or less confident,Citizen of this country,E-G (poor efficiency),0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,I don't know,Yes,4,Not applicable,No,Not applicable,0,1,0,0,0,0,0,1,7.1,1052.93,16.0,5.5,5.7,11.2,1659.33,23.99,0.3,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,28.0,18-29,2_Medium,4,"Couple, no children"
Germany,Stuttgart,12.0,8.0,8.0,8.0,12.0,8.0,4.0,6.0,1.0,4.0,4.0,4.0,8.0,6.6923076923076925,2,Man,Primary or Secondary education,"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5.0,Suburban,No,No,No,No,Well or less proficient,Confident or less confident,Citizen of this country,A-B (high efficiency),0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives of friends)",Semi-detached house – a house joined to one other house,2016-2021,No,No,No,No,No,Yes,4,Not applicable,Yes,Not applicable,1,0,1,1,0,0,0,3,7.1,1045.22,16.0,5.5,5.7,11.2,1919.09,19.17,0.3,No/Non-religious,Not very confident or worse,Yes,Yes,20.0,18-29,1_Low,6,Single parent
