country,region,hazard_elec_bill,hazard_heat_cool,hazard_bill_struggle,hazard_house_value,hazard_miss_savings,hazard_tax_fines,hazard_power_cuts,composite_score,composite_level,gender,education,activity_status,household_size,location,ethnic_minority,disability,lgbtiqa,political_group,english_proficiency,digital_confidence,citizenship,hh_lives_alone,hh_has_partner,hh_children_under_25,hh_children_25_plus,hh_parent_grandparent,hh_disabled_member,hh_other_relatives,hh_non_relatives,housing_situation,home_type,dwelling_year,rent_arrears,utility_arrears,housing_support,energy_support,energy_improvements,plans_energy_improvements,solar_perception,solar_install_likelihood,can_cover_solar_cost,aware_gov_programmes,issue_poor_insulation,issue_damp_mold,issue_inadequate_heating,issue_high_energy_bills,issue_limited_light,issue_leaking_roof,issue_rotten_frames,home_problems_count,macro_utility_arrears_pct,macro_cold_home_pct,macro_cost_overburden_rate,macro_consumption_expenditure,macro_disposable_income_pps,macro_heating_degree_days,macro_cooling_degree_days,macro_energy_consumption_tj,macro_electricity_consumption,religious_minority,bill_confidence,is_native_born,speaks_national_language,age,age_group,housing_cost_band,income_band,household_type
Spain,Andalusia,15,15,1,2,8,12,10,9.0,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,I don't know,5.0,Unlikely,Yes,Not sure,0,0,0,1,0,0,0,1,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,28.0,18-29,2_Medium,4,Lives alone
Portugal,Norte,16,16,4,9,16,4,4,9.857142857142858,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,Yes,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,Yes,Not applicable,5.0,Not applicable,Not sure,Not applicable,0,1,0,1,1,1,0,4,3.6,15.6,6.3,166851.3,51301.77,1038.89,227.41,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,27.0,18-29,1_Low,2,"Couple, no children"
Spain,Canary Islands,16,16,6,3,15,4,1,8.714285714285714,2,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,I don't know,5.0,Likely,Not sure,Not sure,1,1,0,0,0,0,1,3,9.2,15.9,7.2,793600.0,37496.4,31.51,196.1,580422.275,5.6424,No/Non-religious,Not very confident — I often need help or support,Yes,Yes,29.0,18-29,2_Medium,2,"Couple, no children"
Spain,Andalusia,16,16,9,12,9,9,9,11.428571428571429,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Urban,No,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I own the house or flat where I live and I do not pay a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,Yes,Not applicable,4.0,Not applicable,Not sure,Not applicable,1,1,1,0,1,0,0,4,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,53.0,45-59,1_Low,2,Lives alone
Germany,Berlin,15,15,10,1,1,1,1,6.285714285714286,1,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",3,Urban,No,No,Yes,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,I don't know,No,4.0,Likely,Yes,Yes,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,No,28.0,18-29,3_High,1,Multi-generational / extended
Germany,Berlin,12,12,5,4,16,4,10,9.0,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",Before 1945,No,No,No,No,No,I don't know,4.0,Very likely,Yes,Yes,0,0,0,0,0,0,0,0,4.6,5.7,11.2,1876818.0,122677.83,1750.33,24.56,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,37.0,30-44,3_High,9,Couple with children
Portugal,Norte,16,16,16,16,16,16,9,15.0,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",5,Suburban,No,No,No,No,Not very well or worse,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Detached house – a house that stands alone and is not joined to any other,1961-1980,No,No,No,No,No,Yes,5.0,Not applicable,No,Not applicable,1,1,1,1,0,1,0,5,3.6,15.6,6.3,166851.3,51301.77,1038.89,227.41,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,62.0,60+,1_Low,2,Multi-generational / extended
Spain,Catalonia,9,12,12,4,16,12,8,10.428571428571429,3,Man,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),2,Urban,No,No,No,No,Not very well or worse,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,"I live here without paying rent (for example, staying with relatives or friends)","Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,No,I don't know,5.0,Very likely,No,Not sure,1,0,0,1,0,0,0,2,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,35.0,30-44,3_High,2,"Couple, no children"
Germany,Brandenburg,6,6,6,20,12,12,6,9.714285714285714,3,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)",Unemployed (actively seeking work or available to start work),2,Suburban,Yes,No,No,No,Well,Very confident — I can do these tasks easily on my own,Non-EU citizen,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,No,No,No,No,I don't know,No,5.0,Likely,No,Yes,0,1,0,0,0,0,0,1,4.6,5.7,11.2,1876818.0,74507.03,1875.22,14.89,2215295.198,6.9347,Yes,Confident — I can understand it with some help,No,No,30.0,30-44,2_Medium,4,"Couple, no children"
Italy,Campania,6,9,8,20,25,6,2,10.857142857142858,3,Man,Further education or training after school (not university),Unemployed (actively seeking work or available to start work),5,Urban,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1961-1980,No,No,No,No,No,No,5.0,Very likely,Yes,Not sure,0,1,0,0,0,0,0,1,5.9,8.6,5.0,1257106.0,91275.5,789.5600000000001,320.4,1155020.242,8.7008,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,29.0,18-29,2_Medium,2,Multi-generational / extended
Portugal,Alentejo,20,20,12,1,20,1,1,10.714285714285714,3,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",3,Suburban,No,Yes,Yes,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,0,0,0,1,0,0,0,I own the house or flat where I live and I do not pay a mortgage,Terraced house – a house that is part of a row of houses joined together,1981-2000,No,No,No,No,Yes,Not applicable,5.0,Not applicable,No,Not applicable,0,0,0,1,0,0,0,1,3.6,15.6,6.3,166851.3,7519.79,581.44,404.7500000000001,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,30.0,30-44,1_Low,1,Multi-generational / extended
Portugal,Algarve,10,10,10,6,6,10,10,8.857142857142858,2,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,No,No,No,I don't know,5.0,Somewhat likely,Yes,No,0,1,0,0,0,0,0,1,3.6,15.6,6.3,166851.3,8654.77,458.96,285.54,128035.143,4.653,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,50.0,45-59,1_Low,3,"Couple, no children"
Portugal,Centre,16,9,1,2,12,1,1,6.0,1,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Suburban,No,No,No,No,Well,Confident or less confident,Citizen of this country,0,1,0,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Detached house – a house that stands alone and is not joined to any other,1981-2000,No,No,No,No,No,Yes,5.0,Not applicable,Yes,Not applicable,1,1,1,0,0,0,0,3,3.6,15.6,6.3,166851.3,23583.85,853.61,285.82,128035.143,4.653,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,34.0,30-44,2_Medium,5,"Couple, no children"
Germany,Upper Bavaria,9,20,20,9,6,6,4,10.571428571428571,3,Woman or Non-binary,Further education or training after school (not university),"In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",1,Rural,No,Yes,Yes,Yes,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",1981-2000,"Yes, twice or more","Yes, once",No,No,I don't know,I don't know,3.0,Likely,No,Not sure,1,0,1,0,0,0,1,3,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Very confident — I can understand it easily,Yes,Yes,24.0,18-29,2_Medium,1,Lives alone
Spain,Catalonia,25,9,25,9,25,12,6,15.857142857142858,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","Attending school, university, or other educational/training programmes",1,Urban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,1,0,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with more than 10 dwellings – a home in a building with other homes above, below or next to yours",2001-2010,No,No,Yes,Yes,I don't know,Yes,4.0,Not applicable,Yes,Not applicable,0,0,1,1,0,0,0,2,9.2,15.9,7.2,793600.0,186166.0,1078.88,341.51,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,19.0,18-29,2_Medium,3,Lives alone
Spain,Andalusia,20,25,9,4,25,16,4,14.714285714285714,4,Woman or Non-binary,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",4,Suburban,No,No,No,No,Well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,1,0,0,0,0,0,I own the house or flat where I live and I am paying it with a mortgage,Terraced house – a house that is part of a row of houses joined together,2011-2015,No,No,No,No,I don't know,I don't know,3.0,Somewhat likely,Yes,Yes,0,1,0,0,0,0,0,1,9.2,15.9,7.2,793600.0,132060.5,650.85,612.19,580422.275,5.6424,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,38.0,30-44,2_Medium,5,Couple with children
Germany,Upper Bavaria,25,25,20,15,25,12,12,19.142857142857142,5,Man,"University degree or higher (e.g. Bachelor's, Master's, PhD)","In paid employment or self-employment (including part-time work, temporary absence from work, or helping in a family business)",2,Rural,No,No,No,No,Mother tongue / Very well,Very confident — I can do these tasks easily on my own,Citizen of this country,0,1,0,0,0,0,0,0,I rent the house where I live in (I pay rent every month),"Apartment or flat with less than 10 dwellings – a home in a building with other homes above, below or next to yours",2011-2015,No,No,No,No,No,Yes,5.0,Not applicable,Not sure,Not applicable,0,0,0,1,0,0,0,1,4.6,5.7,11.2,1876818.0,2903658.0,1919.09,19.17,2215295.198,6.9347,No/Non-religious,Confident — I can understand it with some help,Yes,Yes,61.0,60+,3_High,3,"Couple, no children"
